IR,IY,IB,VR,VY,VB,L1,L2,L3,L4,L5,L6,L7,L8
6.075448519014383,6.075448519014383,6.075448519014383,220.37007634715494,220.37007634715494,220.37007634715494,0,0,1,0,1,1,0,0
1.7052412368729153,1.7052412368729153,1.7052412368729153,225.96269878482053,225.96269878482053,225.96269878482053,0,0,1,1,0,1,0,0
0.6505159298527952,0.6505159298527952,0.6505159298527952,222.30008837287704,222.30008837287704,222.30008837287704,0,1,0,0,0,1,0,1
9.488855372533333,9.488855372533333,9.488855372533333,221.2056688577728,221.2056688577728,221.2056688577728,0,0,1,0,1,1,0,0
9.656320330745594,9.656320330745594,9.656320330745594,220.7695320162921,220.7695320162921,220.7695320162921,0,0,1,0,1,1,0,0
8.08397348116461,8.08397348116461,8.08397348116461,226.9628877587814,226.9628877587814,226.9628877587814,1,0,1,0,0,0,1,0
3.0461376917337066,3.0461376917337066,3.0461376917337066,223.39874963768065,223.39874963768065,223.39874963768065,0,1,0,0,0,1,0,1
0.9767211400638387,0.9767211400638387,0.9767211400638387,227.2476677152876,227.2476677152876,227.2476677152876,0,0,1,1,0,1,0,0
6.842330265121569,6.842330265121569,6.842330265121569,220.65356340798942,220.65356340798942,220.65356340798942,0,0,1,0,1,1,0,0
4.4015249373960135,4.4015249373960135,4.4015249373960135,223.1529033783061,223.1529033783061,223.1529033783061,0,1,0,0,0,1,0,1
1.2203823484477883,1.2203823484477883,1.2203823484477883,225.39491292375337,225.39491292375337,225.39491292375337,0,0,1,1,0,1,0,0
4.951769101112702,4.951769101112702,4.951769101112702,227.90723164838963,227.90723164838963,227.90723164838963,0,0,1,1,0,1,0,0
0.34388521115218396,0.34388521115218396,0.34388521115218396,223.1875250293207,223.1875250293207,223.1875250293207,0,1,0,0,0,1,0,1
9.093204020787821,9.093204020787821,9.093204020787821,226.25891376437008,226.25891376437008,226.25891376437008,1,0,1,0,0,0,1,0
2.587799816000169,2.587799816000169,2.587799816000169,228.85977748236186,228.85977748236186,228.85977748236186,0,0,1,1,0,1,0,0
6.62522284353982,6.62522284353982,6.62522284353982,226.15863188182306,226.15863188182306,226.15863188182306,1,0,1,0,0,0,1,0
3.1171107608941098,3.1171107608941098,3.1171107608941098,222.32959474753633,222.32959474753633,222.32959474753633,0,1,0,0,0,1,0,1
5.200680211778108,5.200680211778108,5.200680211778108,220.24400781556537,220.24400781556537,220.24400781556537,0,0,1,0,1,1,0,0
5.4671027934327965,5.4671027934327965,5.4671027934327965,228.7009887390093,228.7009887390093,228.7009887390093,1,0,1,0,0,0,1,0
1.8485445552552704,1.8485445552552704,1.8485445552552704,220.21269410850388,220.21269410850388,220.21269410850388,0,1,0,0,0,1,0,1
9.695846277645586,9.695846277645586,9.695846277645586,228.747016726842,228.747016726842,228.747016726842,1,0,1,0,0,0,1,0
7.7513282336111455,7.7513282336111455,7.7513282336111455,225.2893713402721,225.2893713402721,225.2893713402721,1,0,1,0,0,0,1,0
9.394989415641891,9.394989415641891,9.394989415641891,229.39067698512895,229.39067698512895,229.39067698512895,1,0,1,0,0,0,1,0
8.948273504276488,8.948273504276488,8.948273504276488,227.98783235773666,227.98783235773666,227.98783235773666,1,0,1,0,0,0,1,0
5.978999788110851,5.978999788110851,5.978999788110851,229.9793411053334,229.9793411053334,229.9793411053334,1,0,1,0,0,0,1,0
9.218742350231167,9.218742350231167,9.218742350231167,223.50711815451712,223.50711815451712,223.50711815451712,0,0,1,0,1,1,0,0
0.884925020519195,0.884925020519195,0.884925020519195,227.67188288931126,227.67188288931126,227.67188288931126,0,0,1,1,0,1,0,0
1.959828624191452,1.959828624191452,1.959828624191452,224.01930913609243,224.01930913609243,224.01930913609243,0,1,0,0,0,1,0,1
0.45227288910538066,0.45227288910538066,0.45227288910538066,224.7987562030391,224.7987562030391,224.7987562030391,0,1,0,0,0,1,0,1
3.2533033076326436,3.2533033076326436,3.2533033076326436,226.2750546321837,226.2750546321837,226.2750546321837,0,0,1,1,0,1,0,0
3.8867728968948203,3.8867728968948203,3.8867728968948203,228.7367711418634,228.7367711418634,228.7367711418634,0,0,1,1,0,1,0,0
2.713490317738959,2.713490317738959,2.713490317738959,229.84083469199294,229.84083469199294,229.84083469199294,0,0,1,1,0,1,0,0
8.287375091519294,8.287375091519294,8.287375091519294,227.68273413864517,227.68273413864517,227.68273413864517,1,0,1,0,0,0,1,0
3.567533266935893,3.567533266935893,3.567533266935893,224.17766782167334,224.17766782167334,224.17766782167334,0,1,0,0,0,1,0,1
2.8093450968738076,2.8093450968738076,2.8093450968738076,224.2135700227707,224.2135700227707,224.2135700227707,0,1,0,0,0,1,0,1
5.426960831582485,5.426960831582485,5.426960831582485,227.37582301588893,227.37582301588893,227.37582301588893,1,0,1,0,0,0,1,0
1.4092422497476265,1.4092422497476265,1.4092422497476265,222.38777145768302,222.38777145768302,222.38777145768302,0,1,0,0,0,1,0,1
8.021969807540398,8.021969807540398,8.021969807540398,221.10474113131394,221.10474113131394,221.10474113131394,0,0,1,0,1,1,0,0
0.7455064367977082,0.7455064367977082,0.7455064367977082,223.54622157640776,223.54622157640776,223.54622157640776,0,1,0,0,0,1,0,1
9.868869366005173,9.868869366005173,9.868869366005173,222.8723899165408,222.8723899165408,222.8723899165408,0,0,1,0,1,1,0,0
7.722447692966574,7.722447692966574,7.722447692966574,222.9630812045599,222.9630812045599,222.9630812045599,0,0,1,0,1,1,0,0
1.987156815341724,1.987156815341724,1.987156815341724,222.3360775104991,222.3360775104991,222.3360775104991,0,1,0,0,0,1,0,1
0.05522117123602399,0.05522117123602399,0.05522117123602399,220.4209318963636,220.4209318963636,220.4209318963636,0,1,0,0,0,1,0,1
8.154614284548341,8.154614284548341,8.154614284548341,220.17873934733413,220.17873934733413,220.17873934733413,0,0,1,0,1,1,0,0
7.068573438476172,7.068573438476172,7.068573438476172,229.87722389736032,229.87722389736032,229.87722389736032,1,0,1,0,0,0,1,0
7.2900716804098735,7.2900716804098735,7.2900716804098735,224.27773133735863,224.27773133735863,224.27773133735863,0,0,1,0,1,1,0,0
7.712703466859457,7.712703466859457,7.712703466859457,223.84326647159682,223.84326647159682,223.84326647159682,0,0,1,0,1,1,0,0
0.7404465173409036,0.7404465173409036,0.7404465173409036,226.7964728269307,226.7964728269307,226.7964728269307,0,0,1,1,0,1,0,0
3.5846572854427263,3.5846572854427263,3.5846572854427263,222.18253887865063,222.18253887865063,222.18253887865063,0,1,0,0,0,1,0,1
1.1586905952512971,1.1586905952512971,1.1586905952512971,229.49961183950225,229.49961183950225,229.49961183950225,0,0,1,1,0,1,0,0
8.631034258755935,8.631034258755935,8.631034258755935,227.8634501441555,227.8634501441555,227.8634501441555,1,0,1,0,0,0,1,0
6.232981268275579,6.232981268275579,6.232981268275579,220.8941100231226,220.8941100231226,220.8941100231226,0,0,1,0,1,1,0,0
3.308980248526492,3.308980248526492,3.308980248526492,224.17580775784927,224.17580775784927,224.17580775784927,0,1,0,0,0,1,0,1
0.6355835028602363,0.6355835028602363,0.6355835028602363,228.79118307562163,228.79118307562163,228.79118307562163,0,0,1,1,0,1,0,0
3.109823217156622,3.109823217156622,3.109823217156622,229.4473202229141,229.4473202229141,229.4473202229141,0,0,1,1,0,1,0,0
3.2518332202674705,3.2518332202674705,3.2518332202674705,224.6740151124987,224.6740151124987,224.6740151124987,0,1,0,0,0,1,0,1
7.29606178338064,7.29606178338064,7.29606178338064,226.13411389210708,226.13411389210708,226.13411389210708,1,0,1,0,0,0,1,0
6.3755747135521315,6.3755747135521315,6.3755747135521315,221.67033946092076,221.67033946092076,221.67033946092076,0,0,1,0,1,1,0,0
8.872127425763265,8.872127425763265,8.872127425763265,229.91168626136977,229.91168626136977,229.91168626136977,1,0,1,0,0,0,1,0
4.722149251619493,4.722149251619493,4.722149251619493,222.31671701383442,222.31671701383442,222.31671701383442,0,1,0,0,0,1,0,1
1.195942459383017,1.195942459383017,1.195942459383017,229.42731774135126,229.42731774135126,229.42731774135126,0,0,1,1,0,1,0,0
7.13244787222995,7.13244787222995,7.13244787222995,226.49646648992368,226.49646648992368,226.49646648992368,1,0,1,0,0,0,1,0
7.607850486168974,7.607850486168974,7.607850486168974,226.0773679487886,226.0773679487886,226.0773679487886,1,0,1,0,0,0,1,0
5.612771975694963,5.612771975694963,5.612771975694963,225.1268851101651,225.1268851101651,225.1268851101651,1,0,1,0,0,0,1,0
7.70967179954561,7.70967179954561,7.70967179954561,222.30669811717758,222.30669811717758,222.30669811717758,0,0,1,0,1,1,0,0
4.937955963643907,4.937955963643907,4.937955963643907,221.76528032005507,221.76528032005507,221.76528032005507,0,1,0,0,0,1,0,1
5.227328293819941,5.227328293819941,5.227328293819941,222.20486209070177,222.20486209070177,222.20486209070177,0,0,1,0,1,1,0,0
4.275410183585496,4.275410183585496,4.275410183585496,221.86438262144256,221.86438262144256,221.86438262144256,0,1,0,0,0,1,0,1
0.2541912674409519,0.2541912674409519,0.2541912674409519,227.79584473566754,227.79584473566754,227.79584473566754,0,0,1,1,0,1,0,0
1.0789142699330445,1.0789142699330445,1.0789142699330445,223.5012525916673,223.5012525916673,223.5012525916673,0,1,0,0,0,1,0,1
0.3142918568673425,0.3142918568673425,0.3142918568673425,220.57842676563396,220.57842676563396,220.57842676563396,0,1,0,0,0,1,0,1
6.364104112637804,6.364104112637804,6.364104112637804,229.6910263014081,229.6910263014081,229.6910263014081,1,0,1,0,0,0,1,0
3.143559810763267,3.143559810763267,3.143559810763267,228.83785884963424,228.83785884963424,228.83785884963424,0,0,1,1,0,1,0,0
5.085706911647028,5.085706911647028,5.085706911647028,229.27752283195213,229.27752283195213,229.27752283195213,1,0,1,0,0,0,1,0
9.07566473926093,9.07566473926093,9.07566473926093,229.94907822646437,229.94907822646437,229.94907822646437,1,0,1,0,0,0,1,0
2.4929222914887497,2.4929222914887497,2.4929222914887497,221.73895249219487,221.73895249219487,221.73895249219487,0,1,0,0,0,1,0,1
4.103829230356297,4.103829230356297,4.103829230356297,223.96242018902657,223.96242018902657,223.96242018902657,0,1,0,0,0,1,0,1
7.555511385430487,7.555511385430487,7.555511385430487,227.58238475704093,227.58238475704093,227.58238475704093,1,0,1,0,0,0,1,0
2.2879816549162246,2.2879816549162246,2.2879816549162246,226.9602061805379,226.9602061805379,226.9602061805379,0,0,1,1,0,1,0,0
0.7697990982879299,0.7697990982879299,0.7697990982879299,221.53895906339855,221.53895906339855,221.53895906339855,0,1,0,0,0,1,0,1
2.8975145291376805,2.8975145291376805,2.8975145291376805,228.15833124990618,228.15833124990618,228.15833124990618,0,0,1,1,0,1,0,0
1.6122128725400442,1.6122128725400442,1.6122128725400442,222.2444057183666,222.2444057183666,222.2444057183666,0,1,0,0,0,1,0,1
9.29697652342573,9.29697652342573,9.29697652342573,222.23817614822622,222.23817614822622,222.23817614822622,0,0,1,0,1,1,0,0
8.08120379564417,8.08120379564417,8.08120379564417,225.36974422893414,225.36974422893414,225.36974422893414,1,0,1,0,0,0,1,0
6.334037565104235,6.334037565104235,6.334037565104235,225.92939934841704,225.92939934841704,225.92939934841704,1,0,1,0,0,0,1,0
8.714605901877178,8.714605901877178,8.714605901877178,225.80086207837812,225.80086207837812,225.80086207837812,1,0,1,0,0,0,1,0
8.036720768991145,8.036720768991145,8.036720768991145,220.91486837397755,220.91486837397755,220.91486837397755,0,0,1,0,1,1,0,0
1.8657005888603584,1.8657005888603584,1.8657005888603584,228.7746086263038,228.7746086263038,228.7746086263038,0,0,1,1,0,1,0,0
8.925589984899778,8.925589984899778,8.925589984899778,222.65600042588707,222.65600042588707,222.65600042588707,0,0,1,0,1,1,0,0
5.393422419156507,5.393422419156507,5.393422419156507,221.29514921282805,221.29514921282805,221.29514921282805,0,0,1,0,1,1,0,0
8.074401551640625,8.074401551640625,8.074401551640625,228.88748079868978,228.88748079868978,228.88748079868978,1,0,1,0,0,0,1,0
8.960912999234932,8.960912999234932,8.960912999234932,229.55651498229753,229.55651498229753,229.55651498229753,1,0,1,0,0,0,1,0
3.1800347497186388,3.1800347497186388,3.1800347497186388,228.62127617265452,228.62127617265452,228.62127617265452,0,0,1,1,0,1,0,0
1.1005192452767676,1.1005192452767676,1.1005192452767676,228.09516074724877,228.09516074724877,228.09516074724877,0,0,1,1,0,1,0,0
2.279351625419417,2.279351625419417,2.279351625419417,226.55241980639022,226.55241980639022,226.55241980639022,0,0,1,1,0,1,0,0
4.271077886262563,4.271077886262563,4.271077886262563,225.5085737060914,225.5085737060914,225.5085737060914,0,0,1,1,0,1,0,0
8.18014765922493,8.18014765922493,8.18014765922493,220.8698675991141,220.8698675991141,220.8698675991141,0,0,1,0,1,1,0,0
8.607305832563434,8.607305832563434,8.607305832563434,224.08453213070698,224.08453213070698,224.08453213070698,0,0,1,0,1,1,0,0
0.06952130531190703,0.06952130531190703,0.06952130531190703,223.72688517012313,223.72688517012313,223.72688517012313,0,1,0,0,0,1,0,1
5.107473025775658,5.107473025775658,5.107473025775658,222.59753783760326,222.59753783760326,222.59753783760326,0,0,1,0,1,1,0,0
4.17411003148779,4.17411003148779,4.17411003148779,227.23420113688584,227.23420113688584,227.23420113688584,0,0,1,1,0,1,0,0
2.2210781047073027,2.2210781047073027,2.2210781047073027,224.95875735078772,224.95875735078772,224.95875735078772,0,1,0,0,0,1,0,1
1.198653673336828,1.198653673336828,1.198653673336828,220.81046215907648,220.81046215907648,220.81046215907648,0,1,0,0,0,1,0,1
3.3761517140362796,3.3761517140362796,3.3761517140362796,222.2018320194981,222.2018320194981,222.2018320194981,0,1,0,0,0,1,0,1
9.429097039125192,9.429097039125192,9.429097039125192,226.83258763659595,226.83258763659595,226.83258763659595,1,0,1,0,0,0,1,0
3.2320293202075523,3.2320293202075523,3.2320293202075523,220.761308594903,220.761308594903,220.761308594903,0,1,0,0,0,1,0,1
5.187906217433661,5.187906217433661,5.187906217433661,228.51206914048768,228.51206914048768,228.51206914048768,1,0,1,0,0,0,1,0
7.030189588951778,7.030189588951778,7.030189588951778,224.95146527013975,224.95146527013975,224.95146527013975,0,0,1,0,1,1,0,0
3.63629602379294,3.63629602379294,3.63629602379294,224.80586577326648,224.80586577326648,224.80586577326648,0,1,0,0,0,1,0,1
9.717820827209607,9.717820827209607,9.717820827209607,225.92407784659517,225.92407784659517,225.92407784659517,1,0,1,0,0,0,1,0
9.624472949421111,9.624472949421111,9.624472949421111,228.24680965925148,228.24680965925148,228.24680965925148,1,0,1,0,0,0,1,0
2.5178229582536416,2.5178229582536416,2.5178229582536416,223.47809207902193,223.47809207902193,223.47809207902193,0,1,0,0,0,1,0,1
4.972485058923855,4.972485058923855,4.972485058923855,226.78016152559064,226.78016152559064,226.78016152559064,0,0,1,1,0,1,0,0
3.0087830981676964,3.0087830981676964,3.0087830981676964,225.6573196399579,225.6573196399579,225.6573196399579,0,0,1,1,0,1,0,0
2.848404943774676,2.848404943774676,2.848404943774676,222.67028270169422,222.67028270169422,222.67028270169422,0,1,0,0,0,1,0,1
0.36886947354532795,0.36886947354532795,0.36886947354532795,228.7862998635516,228.7862998635516,228.7862998635516,0,0,1,1,0,1,0,0
6.095643339798968,6.095643339798968,6.095643339798968,227.97426021606927,227.97426021606927,227.97426021606927,1,0,1,0,0,0,1,0
5.026790232288615,5.026790232288615,5.026790232288615,226.58451834658425,226.58451834658425,226.58451834658425,1,0,1,0,0,0,1,0
0.5147875124998935,0.5147875124998935,0.5147875124998935,228.50581729094242,228.50581729094242,228.50581729094242,0,0,1,1,0,1,0,0
2.7864646423661146,2.7864646423661146,2.7864646423661146,228.67294200959802,228.67294200959802,228.67294200959802,0,0,1,1,0,1,0,0
9.082658859666537,9.082658859666537,9.082658859666537,227.08362976715034,227.08362976715034,227.08362976715034,1,0,1,0,0,0,1,0
2.395618906669724,2.395618906669724,2.395618906669724,228.37013328363673,228.37013328363673,228.37013328363673,0,0,1,1,0,1,0,0
1.448948720912231,1.448948720912231,1.448948720912231,226.97471461669284,226.97471461669284,226.97471461669284,0,0,1,1,0,1,0,0
4.89452760277563,4.89452760277563,4.89452760277563,226.801407717603,226.801407717603,226.801407717603,0,0,1,1,0,1,0,0
9.856504541106007,9.856504541106007,9.856504541106007,226.18611378215184,226.18611378215184,226.18611378215184,1,0,1,0,0,0,1,0
2.4205527151150044,2.4205527151150044,2.4205527151150044,227.52716639557642,227.52716639557642,227.52716639557642,0,0,1,1,0,1,0,0
6.721355474058786,6.721355474058786,6.721355474058786,221.58605105293074,221.58605105293074,221.58605105293074,0,0,1,0,1,1,0,0
7.616196153287175,7.616196153287175,7.616196153287175,228.80870759198928,228.80870759198928,228.80870759198928,1,0,1,0,0,0,1,0
2.3763754399239967,2.3763754399239967,2.3763754399239967,228.71843527745233,228.71843527745233,228.71843527745233,0,0,1,1,0,1,0,0
7.282163486118596,7.282163486118596,7.282163486118596,220.2924728303456,220.2924728303456,220.2924728303456,0,0,1,0,1,1,0,0
3.677831327192532,3.677831327192532,3.677831327192532,228.25816750564763,228.25816750564763,228.25816750564763,0,0,1,1,0,1,0,0
6.3230583059357945,6.3230583059357945,6.3230583059357945,221.28869867473446,221.28869867473446,221.28869867473446,0,0,1,0,1,1,0,0
6.335297107608947,6.335297107608947,6.335297107608947,223.35118854259142,223.35118854259142,223.35118854259142,0,0,1,0,1,1,0,0
5.357746840747585,5.357746840747585,5.357746840747585,227.43508256291608,227.43508256291608,227.43508256291608,1,0,1,0,0,0,1,0
0.902897700544083,0.902897700544083,0.902897700544083,221.60759896048307,221.60759896048307,221.60759896048307,0,1,0,0,0,1,0,1
8.35302495589238,8.35302495589238,8.35302495589238,228.17967024119062,228.17967024119062,228.17967024119062,1,0,1,0,0,0,1,0
3.2078006497173583,3.2078006497173583,3.2078006497173583,228.3213417795774,228.3213417795774,228.3213417795774,0,0,1,1,0,1,0,0
1.8651851039985423,1.8651851039985423,1.8651851039985423,225.07467733760836,225.07467733760836,225.07467733760836,0,0,1,1,0,1,0,0
0.40775141554763916,0.40775141554763916,0.40775141554763916,220.06385871716833,220.06385871716833,220.06385871716833,0,1,0,0,0,1,0,1
5.908929431882418,5.908929431882418,5.908929431882418,222.87038133174912,222.87038133174912,222.87038133174912,0,0,1,0,1,1,0,0
6.775643618422825,6.775643618422825,6.775643618422825,226.16926918375742,226.16926918375742,226.16926918375742,1,0,1,0,0,0,1,0
0.16587828927856152,0.16587828927856152,0.16587828927856152,229.81186178027423,229.81186178027423,229.81186178027423,0,0,1,1,0,1,0,0
5.12093058299281,5.12093058299281,5.12093058299281,226.3181352701667,226.3181352701667,226.3181352701667,1,0,1,0,0,0,1,0
2.2649577519793795,2.2649577519793795,2.2649577519793795,222.5980358106416,222.5980358106416,222.5980358106416,0,1,0,0,0,1,0,1
6.451727904094499,6.451727904094499,6.451727904094499,226.34005703099612,226.34005703099612,226.34005703099612,1,0,1,0,0,0,1,0
1.7436642900499144,1.7436642900499144,1.7436642900499144,225.39985379715856,225.39985379715856,225.39985379715856,0,0,1,1,0,1,0,0
6.90937738102466,6.90937738102466,6.90937738102466,227.79845395151145,227.79845395151145,227.79845395151145,1,0,1,0,0,0,1,0
3.867353463005374,3.867353463005374,3.867353463005374,221.0698063882696,221.0698063882696,221.0698063882696,0,1,0,0,0,1,0,1
9.367299887367345,9.367299887367345,9.367299887367345,227.61027902502028,227.61027902502028,227.61027902502028,1,0,1,0,0,0,1,0
1.3752094414599325,1.3752094414599325,1.3752094414599325,225.4126657867611,225.4126657867611,225.4126657867611,0,0,1,1,0,1,0,0
3.410663510502585,3.410663510502585,3.410663510502585,229.62992003858994,229.62992003858994,229.62992003858994,0,0,1,1,0,1,0,0
1.1347352124058907,1.1347352124058907,1.1347352124058907,223.41872166038686,223.41872166038686,223.41872166038686,0,1,0,0,0,1,0,1
9.246936182785628,9.246936182785628,9.246936182785628,226.32621893133947,226.32621893133947,226.32621893133947,1,0,1,0,0,0,1,0
8.77339353380981,8.77339353380981,8.77339353380981,229.32028105510017,229.32028105510017,229.32028105510017,1,0,1,0,0,0,1,0
2.579416277151556,2.579416277151556,2.579416277151556,221.0250972799068,221.0250972799068,221.0250972799068,0,1,0,0,0,1,0,1
6.59984046034179,6.59984046034179,6.59984046034179,229.3722848723645,229.3722848723645,229.3722848723645,1,0,1,0,0,0,1,0
8.172222002012159,8.172222002012159,8.172222002012159,226.87885722300814,226.87885722300814,226.87885722300814,1,0,1,0,0,0,1,0
5.5520081159946235,5.5520081159946235,5.5520081159946235,220.67837059105173,220.67837059105173,220.67837059105173,0,0,1,0,1,1,0,0
5.296505783560065,5.296505783560065,5.296505783560065,223.00963566946817,223.00963566946817,223.00963566946817,0,0,1,0,1,1,0,0
2.418522909004517,2.418522909004517,2.418522909004517,227.0817208864528,227.0817208864528,227.0817208864528,0,0,1,1,0,1,0,0
0.9310276780589921,0.9310276780589921,0.9310276780589921,220.67350601468772,220.67350601468772,220.67350601468772,0,1,0,0,0,1,0,1
8.972157579533267,8.972157579533267,8.972157579533267,225.82170460176275,225.82170460176275,225.82170460176275,1,0,1,0,0,0,1,0
9.004180571633304,9.004180571633304,9.004180571633304,223.45883056952957,223.45883056952957,223.45883056952957,0,0,1,0,1,1,0,0
6.33101457273268,6.33101457273268,6.33101457273268,226.20915517767477,226.20915517767477,226.20915517767477,1,0,1,0,0,0,1,0
3.390297910487007,3.390297910487007,3.390297910487007,220.45742033812513,220.45742033812513,220.45742033812513,0,1,0,0,0,1,0,1
3.492095746126609,3.492095746126609,3.492095746126609,228.71536806152375,228.71536806152375,228.71536806152375,0,0,1,1,0,1,0,0
7.259556788702394,7.259556788702394,7.259556788702394,229.73488969177396,229.73488969177396,229.73488969177396,1,0,1,0,0,0,1,0
8.971102599525771,8.971102599525771,8.971102599525771,229.68877855285692,229.68877855285692,229.68877855285692,1,0,1,0,0,0,1,0
8.870864242651173,8.870864242651173,8.870864242651173,227.49651831742923,227.49651831742923,227.49651831742923,1,0,1,0,0,0,1,0
7.798755458576238,7.798755458576238,7.798755458576238,221.30086240130632,221.30086240130632,221.30086240130632,0,0,1,0,1,1,0,0
6.420316461542877,6.420316461542877,6.420316461542877,227.58263195929024,227.58263195929024,227.58263195929024,1,0,1,0,0,0,1,0
0.8413996499504883,0.8413996499504883,0.8413996499504883,220.24586916458802,220.24586916458802,220.24586916458802,0,1,0,0,0,1,0,1
1.6162871409461377,1.6162871409461377,1.6162871409461377,220.22123551528998,220.22123551528998,220.22123551528998,0,1,0,0,0,1,0,1
8.985541885270793,8.985541885270793,8.985541885270793,223.2361021914954,223.2361021914954,223.2361021914954,0,0,1,0,1,1,0,0
6.0642905965958995,6.0642905965958995,6.0642905965958995,224.88643190404665,224.88643190404665,224.88643190404665,0,0,1,0,1,1,0,0
0.09197051616629648,0.09197051616629648,0.09197051616629648,227.70407417807795,227.70407417807795,227.70407417807795,0,0,1,1,0,1,0,0
1.014715428660321,1.014715428660321,1.014715428660321,226.83295376606506,226.83295376606506,226.83295376606506,0,0,1,1,0,1,0,0
6.635017691080558,6.635017691080558,6.635017691080558,224.45902706376748,224.45902706376748,224.45902706376748,0,0,1,0,1,1,0,0
0.05061583846218687,0.05061583846218687,0.05061583846218687,222.73626666281666,222.73626666281666,222.73626666281666,0,1,0,0,0,1,0,1
1.6080805141749865,1.6080805141749865,1.6080805141749865,229.9712450015771,229.9712450015771,229.9712450015771,0,0,1,1,0,1,0,0
5.487337893665861,5.487337893665861,5.487337893665861,224.26181302235972,224.26181302235972,224.26181302235972,0,0,1,0,1,1,0,0
6.918951976926932,6.918951976926932,6.918951976926932,224.51387024329676,224.51387024329676,224.51387024329676,0,0,1,0,1,1,0,0
6.519612595026006,6.519612595026006,6.519612595026006,221.6362382119167,221.6362382119167,221.6362382119167,0,0,1,0,1,1,0,0
2.242693094605598,2.242693094605598,2.242693094605598,227.9480954874993,227.9480954874993,227.9480954874993,0,0,1,1,0,1,0,0
