IR,IY,IB,VR,VY,VB,Power,L1,L2,L3,L4,L5,L6,L7,L8
9.568769740245312,9.568769740245312,9.568769740245312,221.99099591223023,221.99099591223023,221.99099591223023,2124.1807242918694,0,0,1,0,1,1,0,0
4.504806397953512,4.504806397953512,4.504806397953512,229.33338059818678,229.33338059818678,229.33338059818678,1033.1024801830197,0,0,1,0,0,1,0,0
7.144451717205057,7.144451717205057,7.144451717205057,223.13770495776959,223.13770495776959,223.13770495776959,1594.1965593587324,0,0,1,0,1,1,0,0
1.018182053194626,1.018182053194626,1.018182053194626,228.9426444614205,228.9426444614205,228.9426444614205,233.1052918015364,0,0,1,1,0,1,0,0
7.110905003202508,7.110905003202508,7.110905003202508,222.7986443376285,222.7986443376285,222.7986443376285,1584.2999947271787,0,0,1,0,1,1,0,0
3.725857917446109,3.725857917446109,3.725857917446109,227.87501851354614,227.87501851354614,227.87501851354614,849.0299419168745,0,0,1,1,0,1,0,0
6.391761784247885,6.391761784247885,6.391761784247885,223.31209019685204,223.31209019685204,223.31209019685204,1427.3576840807557,0,0,1,0,1,1,0,0
9.814109782296427,9.814109782296427,9.814109782296427,221.14665434028242,221.14665434028242,221.14665434028242,2170.3575436830924,0,0,1,0,1,1,0,0
0.8236901026563958,0.8236901026563958,0.8236901026563958,222.0326135203889,222.0326135203889,222.0326135203889,182.88606622367698,0,1,0,0,0,1,0,1
1.018182053194626,1.018182053194626,1.018182053194626,228.9426444614205,228.9426444614205,228.9426444614205,233.1052918015364,0,0,1,1,0,1,0,0
7.017872019424885,7.017872019424885,7.017872019424885,226.11075351714624,226.11075351714624,226.11075351714624,1586.8163303990575,1,0,1,0,0,0,0,0
9.215472875421758,9.215472875421758,9.215472875421758,222.0462254697313,222.0462254697313,222.0462254697313,2046.2609679060927,0,0,1,0,1,1,0,0
5.183012148358233,5.183012148358233,5.183012148358233,221.1468550794613,221.1468550794613,221.1468550794613,1146.2068364480654,0,0,1,0,0,1,0,0
7.322834975313023,7.322834975313023,7.322834975313023,222.18437972857103,222.18437972857103,222.18437972857103,1627.0195468446097,0,0,1,0,1,1,0,0
6.753483760635708,6.753483760635708,6.753483760635708,226.43726986874339,226.43726986874339,226.43726986874339,1529.2404248612438,1,0,1,0,0,0,0,0
9.158870599221421,9.158870599221421,9.158870599221421,227.39538431086876,227.39538431086876,227.39538431086876,2082.684899763472,1,0,1,0,0,0,1,0
0.23627118392403879,0.23627118392403879,0.23627118392403879,224.31691454962294,224.31691454962294,224.31691454962294,52.999622974826856,0,0,0,0,0,1,0,0
9.500802143478209,9.500802143478209,9.500802143478209,227.7345886036211,227.7345886036211,227.7345886036211,2163.6612675494116,1,0,1,0,0,0,1,0
9.049244098921964,9.049244098921964,9.049244098921964,226.72555819757943,226.72555819757943,226.72555819757943,2051.694919594234,1,0,1,0,0,0,0,0
9.69476014802075,9.69476014802075,9.69476014802075,228.63174163145035,228.63174163145035,228.63174163145035,2216.5298973411614,1,0,1,0,0,0,1,0
4.842401919583865,4.842401919583865,4.842401919583865,221.04847445809284,221.04847445809284,221.04847445809284,1070.4055570369537,0,1,0,0,0,1,0,0
6.3243083781701515,6.3243083781701515,6.3243083781701515,225.4004311687656,225.4004311687656,225.4004311687656,1425.501835283789,0,0,1,0,0,0,0,0
6.614041621735618,6.614041621735618,6.614041621735618,230.45084809497394,230.45084809497394,230.45084809497394,1524.21150106443,1,0,1,0,0,0,1,0
0.3777016689300362,0.3777016689300362,0.3777016689300362,223.84994161232595,223.84994161232595,223.84994161232595,84.54849653686666,0,1,0,0,0,1,0,0
1.661348996931912,1.661348996931912,1.661348996931912,226.33303372313267,226.33303372313267,226.33303372313267,376.0181585484831,0,0,1,1,0,1,0,0
9.569754553352203,9.569754553352203,9.569754553352203,228.38455241381033,228.38455241381033,228.38455241381033,2185.5841103773664,1,0,1,0,0,0,1,0
0.9545891338698487,0.9545891338698487,0.9545891338698487,229.14999009045025,229.14999009045025,229.14999009045025,218.7440905667273,0,0,1,1,0,1,0,0
0.8927161674869948,0.8927161674869948,0.8927161674869948,224.9076574225997,224.9076574225997,224.9076574225997,200.77870197278116,0,0,0,0,0,1,0,0
6.011766904285535,6.011766904285535,6.011766904285535,221.74129511751903,221.74129511751903,221.74129511751903,1333.0569793009126,0,0,1,0,1,1,0,0
3.0212412768857995,3.0212412768857995,3.0212412768857995,229.63509634851164,229.63509634851164,229.63509634851164,693.7830317097709,0,0,1,1,0,1,0,0
1.1365936352979749,1.1365936352979749,1.1365936352979749,229.63206120437727,229.63206120437727,229.63206120437727,260.9983392252502,0,0,1,1,0,1,0,0
3.5711495513788196,3.5711495513788196,3.5711495513788196,223.4318712521904,223.4318712521904,223.4318712521904,797.9086267859899,0,1,0,0,0,1,0,0
1.6993207226005622,1.6993207226005622,1.6993207226005622,223.82054060438352,223.82054060438352,223.82054060438352,380.34288279268947,0,1,0,0,0,1,0,0
0.8236901026563958,0.8236901026563958,0.8236901026563958,222.0326135203889,222.0326135203889,222.0326135203889,182.88606622367698,0,1,0,0,0,1,0,1
2.123322580227448,2.123322580227448,2.123322580227448,220.92388527595423,220.92388527595423,220.92388527595423,469.0926741180118,0,1,0,0,0,1,0,1
4.769475878341824,4.769475878341824,4.769475878341824,224.23883820331235,224.23883820331235,224.23883820331235,1069.5017297980933,0,0,0,0,0,1,0,0
7.414981801932655,7.414981801932655,7.414981801932655,228.04103066846042,228.04103066846042,228.04103066846042,1690.9200925006005,1,0,1,0,0,0,1,0
3.324578855883339,3.324578855883339,3.324578855883339,221.00099243972306,221.00099243972306,221.00099243972306,734.735226594337,0,1,0,0,0,1,0,1
5.907409929211503,5.907409929211503,5.907409929211503,225.17907924801852,225.17907924801852,225.17907924801852,1330.2251286004484,0,0,1,0,0,0,0,0
6.498750003093076,6.498750003093076,6.498750003093076,227.84316148705855,227.84316148705855,227.84316148705855,1480.695746418758,1,0,1,0,0,0,1,0
7.760353015352965,7.760353015352965,7.760353015352965,229.50341243768105,229.50341243768105,229.50341243768105,1781.0274987445534,1,0,1,0,0,0,1,0
6.223704773179257,6.223704773179257,6.223704773179257,222.6221635065748,222.6221635065748,222.6221635065748,1385.5346216313626,0,0,1,0,1,1,0,0
1.7168087003022012,1.7168087003022012,1.7168087003022012,225.63720291359854,225.63720291359854,225.63720291359854,387.37591307391915,0,0,1,1,0,1,0,0
3.039712174356415,3.039712174356415,3.039712174356415,221.60292304309488,221.60292304309488,221.60292304309488,673.6091030470632,0,1,0,0,0,1,0,1
5.020374247112546,5.020374247112546,5.020374247112546,229.27879922087178,229.27879922087178,229.27879922087178,1151.0653790173526,0,0,1,0,0,0,0,0
6.322572920425116,6.322572920425116,6.322572920425116,222.55916855257092,222.55916855257092,222.55916855257092,1407.1465722828138,0,0,1,0,1,1,0,0
10.046778177369633,10.046778177369633,10.046778177369633,226.2173384815034,226.2173384815034,226.2173384815034,2272.755419598608,1,0,1,0,0,0,0,0
7.73929540474635,7.73929540474635,7.73929540474635,222.4925087520027,222.4925087520027,222.4925087520027,1721.9352505748614,0,0,1,0,1,1,0,0
1.8836325830997867,1.8836325830997867,1.8836325830997867,222.09531342694126,222.09531342694126,222.09531342694126,418.3459689247461,0,1,0,0,0,1,0,1
3.4804354029684963,3.4804354029684963,3.4804354029684963,229.36731340686157,229.36731340686157,229.36731340686157,798.2981178650116,0,0,1,1,0,1,0,0
9.74592982271503,9.74592982271503,9.74592982271503,227.19539259826547,227.19539259826547,227.19539259826547,2214.2303523068854,1,0,1,0,0,0,1,0
4.631861329979249,4.631861329979249,4.631861329979249,219.97637883882064,219.97637883882064,219.97637883882064,1018.9000826523989,0,1,0,0,0,1,0,0
0.3777016689300362,0.3777016689300362,0.3777016689300362,223.84994161232595,223.84994161232595,223.84994161232595,84.54849653686666,0,1,0,0,0,1,0,0
5.676037394485054,5.676037394485054,5.676037394485054,220.62351432262028,220.62351432262028,220.62351432262028,1252.2673173979017,0,0,1,0,1,1,0,0
0.44881280097993037,0.44881280097993037,0.44881280097993037,226.69063503689637,226.69063503689637,226.69063503689637,101.7416588668286,0,0,1,1,0,1,0,0
4.224201750250228,4.224201750250228,4.224201750250228,224.64372955315721,224.64372955315721,224.64372955315721,948.9404355611856,0,0,0,0,0,1,0,0
6.106691977300808,6.106691977300808,6.106691977300808,225.9184552742985,225.9184552742985,225.9184552742985,1379.6144183477502,0,0,1,0,0,0,0,0
9.154216393433355,9.154216393433355,9.154216393433355,228.3452481046287,228.3452481046287,228.3452481046287,2090.3218135619986,1,0,1,0,0,0,1,0
0.5569004357503069,0.5569004357503069,0.5569004357503069,226.55595398104663,226.55595398104663,226.55595398104663,126.16910949387135,0,0,1,1,0,1,0,0
0.4908065971067334,0.4908065971067334,0.4908065971067334,228.41969137715995,228.41969137715995,228.41969137715995,112.10989143699413,0,0,1,1,0,1,0,0
3.4804354029684963,3.4804354029684963,3.4804354029684963,229.36731340686157,229.36731340686157,229.36731340686157,798.2981178650116,0,0,1,1,0,1,0,0
3.201957284402149,3.201957284402149,3.201957284402149,229.09376230155772,229.09376230155772,229.09376230155772,733.5484410125672,0,0,1,1,0,1,0,0
9.461718705632794,9.461718705632794,9.461718705632794,224.0288472956462,224.0288472956462,224.0288472956462,2119.6979350585684,0,0,1,0,1,1,0,0
0.8927161674869948,0.8927161674869948,0.8927161674869948,224.9076574225997,224.9076574225997,224.9076574225997,200.77870197278116,0,0,0,0,0,1,0,0
2.5812581150705114,2.5812581150705114,2.5812581150705114,226.48256612636573,226.48256612636573,226.48256612636573,584.6099617356753,0,0,1,1,0,1,0,0
6.1904090320901535,6.1904090320901535,6.1904090320901535,220.78992619510686,220.78992619510686,220.78992619510686,1366.779953312708,0,0,1,0,1,1,0,0
2.772169540204051,2.772169540204051,2.772169540204051,224.0149603812793,224.0149603812793,224.0149603812793,621.0074497189999,0,0,0,0,0,1,0,0
0.9366888989732771,0.9366888989732771,0.9366888989732771,228.9677846248669,228.9677846248669,228.9677846248669,214.47158208061703,0,0,1,1,0,1,0,0
6.445389977053373,6.445389977053373,6.445389977053373,226.49739097215323,226.49739097215323,226.49739097215323,1459.8640136006554,1,0,1,0,0,0,0,0
6.391761784247885,6.391761784247885,6.391761784247885,223.31209019685204,223.31209019685204,223.31209019685204,1427.3576840807557,0,0,1,0,1,1,0,0
6.157121073778729,6.157121073778729,6.157121073778729,226.9078277883839,226.9078277883839,226.9078277883839,1397.0989682812133,1,0,1,0,0,0,0,0
6.726882996015576,6.726882996015576,6.726882996015576,225.1423243808998,225.1423243808998,225.1423243808998,1514.5060735612979,0,0,1,0,0,0,0,0
2.9183514356572555,2.9183514356572555,2.9183514356572555,224.0425229807467,224.0425229807467,224.0425229807467,653.8348185891358,0,0,0,0,0,1,0,0
1.6993207226005622,1.6993207226005622,1.6993207226005622,223.82054060438352,223.82054060438352,223.82054060438352,380.34288279268947,0,1,0,0,0,1,0,0
3.0268059790920487,3.0268059790920487,3.0268059790920487,223.12560705341974,223.12560705341974,223.12560705341974,675.3579215178339,0,1,0,0,0,1,0,0
9.858707832202715,9.858707832202715,9.858707832202715,219.85257296670457,219.85257296670457,219.85257296670457,2167.4622830367693,0,0,1,0,1,1,0,0
3.255930133765439,3.255930133765439,3.255930133765439,223.96828905504145,223.96828905504145,223.96828905504145,729.2251013421976,0,1,0,0,0,1,0,0
6.537672480794517,6.537672480794517,6.537672480794517,227.26041762395303,227.26041762395303,227.26041762395303,1485.754178273987,1,0,1,0,0,0,1,0
4.947565340616553,4.947565340616553,4.947565340616553,225.05134380965703,225.05134380965703,225.05134380965703,1113.4562284918386,0,0,1,0,0,1,0,0
3.0823180474414578,3.0823180474414578,3.0823180474414578,229.89956666380536,229.89956666380536,229.89956666380536,708.6235834268178,0,0,1,1,0,1,0,0
1.0738782351592742,1.0738782351592742,1.0738782351592742,222.76280354421178,222.76280354421178,222.76280354421178,239.22012632919024,0,1,0,0,0,1,0,1
4.8368384158233155,4.8368384158233155,4.8368384158233155,221.45354700961366,221.45354700961366,221.45354700961366,1071.1350234964339,0,1,0,0,0,1,0,0
1.5920970710721019,1.5920970710721019,1.5920970710721019,226.00746441805995,226.00746441805995,226.00746441805995,359.82582214042554,0,0,1,1,0,1,0,0
9.53498933336651,9.53498933336651,9.53498933336651,222.6398722038427,222.6398722038427,222.6398722038427,2122.8688066457235,0,0,1,0,1,1,0,0
9.305625361503285,9.305625361503285,9.305625361503285,226.05527323324833,226.05527323324833,226.05527323324833,2103.5856837008705,1,0,1,0,0,0,0,0
1.0376366430442558,1.0376366430442558,1.0376366430442558,226.8508140425515,226.8508140425515,226.8508140425515,235.38871715496987,0,0,1,1,0,1,0,0
2.563029976780517,2.563029976780517,2.563029976780517,227.6072007808862,227.6072007808862,227.6072007808862,583.3640785325132,0,0,1,1,0,1,0,0
6.537672480794517,6.537672480794517,6.537672480794517,227.26041762395303,227.26041762395303,227.26041762395303,1485.754178273987,1,0,1,0,0,0,1,0
0.2827817372966611,0.2827817372966611,0.2827817372966611,224.27254194915074,224.27254194915074,224.27254194915074,63.420179040319155,0,0,0,0,0,1,0,0
3.3202705625156477,3.3202705625156477,3.3202705625156477,223.08486734825135,223.08486734825135,223.08486734825135,740.7021179991071,0,1,0,0,0,1,0,0
6.900098722104468,6.900098722104468,6.900098722104468,229.14320364779095,229.14320364779095,229.14320364779095,1581.1107266690462,1,0,1,0,0,0,1,0
6.071447220317839,6.071447220317839,6.071447220317839,230.7399775629773,230.7399775629773,230.7399775629773,1400.925595390939,1,0,1,0,0,0,1,0
2.791204509497756,2.791204509497756,2.791204509497756,226.3430455085118,226.3430455085118,226.3430455085118,631.7697293168139,0,0,1,1,0,1,0,0
9.631746487142552,9.631746487142552,9.631746487142552,225.55424390146524,225.55424390146524,225.55424390146524,2172.481296358032,0,0,1,0,0,0,0,0
7.150626058609758,7.150626058609758,7.150626058609758,225.8906849657159,225.8906849657159,225.8906849657159,1615.2598183130556,0,0,1,0,0,0,0,0
1.1781494271668664,1.1781494271668664,1.1781494271668664,224.35544630922345,224.35544630922345,224.35544630922345,264.3242405509783,0,0,0,0,0,1,0,0
7.6968800403975335,7.6968800403975335,7.6968800403975335,228.99598370768155,228.99598370768155,228.99598370768155,1762.554616330853,1,0,1,0,0,0,1,0
3.8110061544015386,3.8110061544015386,3.8110061544015386,221.5997854589178,221.5997854589178,221.5997854589178,844.5181461979963,0,1,0,0,0,1,0,1
2.3571633522467415,2.3571633522467415,2.3571633522467415,221.86309579250363,221.86309579250363,221.86309579250363,522.9675586180978,0,1,0,0,0,1,0,1
6.393780826388941,6.393780826388941,6.393780826388941,229.68029362166075,229.68029362166075,229.68029362166075,1468.5254575575566,1,0,1,0,0,0,1,0
7.8483065657791915,7.8483065657791915,7.8483065657791915,224.3271734274574,224.3271734274574,224.3271734274574,1760.5884280934013,0,0,1,0,1,1,0,0
0.44972765983714275,0.44972765983714275,0.44972765983714275,226.9071821854567,226.9071821854567,226.9071821854567,102.04643604450564,0,0,1,1,0,1,0,0
6.821075605348701,6.821075605348701,6.821075605348701,229.36552443253018,229.36552443253018,229.36552443253018,1564.5195834147432,1,0,1,0,0,0,1,0
6.753483760635708,6.753483760635708,6.753483760635708,226.43726986874339,226.43726986874339,226.43726986874339,1529.2404248612438,1,0,1,0,0,0,0,0
8.996617523138141,8.996617523138141,8.996617523138141,227.89524017929796,227.89524017929796,227.89524017929796,2050.2863112368473,1,0,1,0,0,0,1,0
6.900098722104468,6.900098722104468,6.900098722104468,229.14320364779095,229.14320364779095,229.14320364779095,1581.1107266690462,1,0,1,0,0,0,1,0
2.724661351811062,2.724661351811062,2.724661351811062,224.92196116118166,224.92196116118166,224.92196116118166,612.8361747494204,0,0,0,0,0,1,0,0
5.183012148358233,5.183012148358233,5.183012148358233,221.1468550794613,221.1468550794613,221.1468550794613,1146.2068364480654,0,0,1,0,0,1,0,0
6.412200502295592,6.412200502295592,6.412200502295592,228.83426167739583,228.83426167739583,228.83426167739583,1467.3311676702385,1,0,1,0,0,0,1,0
3.490732545560139,3.490732545560139,3.490732545560139,220.0387161621699,220.0387161621699,220.0387161621699,768.0963077905561,0,1,0,0,0,1,0,1
9.514318312941409,9.514318312941409,9.514318312941409,227.5986606230875,227.5986606230875,227.5986606230875,2165.4461047671784,1,0,1,0,0,0,1,0
8.011172073483875,8.011172073483875,8.011172073483875,228.7772706224258,228.7772706224258,228.7772706224258,1832.7740814582405,1,0,1,0,0,0,1,0
9.487421279583739,9.487421279583739,9.487421279583739,229.0945064764743,229.0945064764743,229.0945064764743,2173.516095780637,1,0,1,0,0,0,1,0
6.089035359934237,6.089035359934237,6.089035359934237,223.44682816500546,223.44682816500546,223.44682816500546,1360.5756377618677,0,0,1,0,1,1,0,0
8.931750380456045,8.931750380456045,8.931750380456045,223.70272645663326,223.70272645663326,223.70272645663326,1998.0569121380886,0,0,1,0,1,1,0,0
0.5216000508711339,0.5216000508711339,0.5216000508711339,223.47608288563356,223.47608288563356,223.47608288563356,116.5651362016282,0,1,0,0,0,1,0,0
2.587640083213227,2.587640083213227,2.587640083213227,224.85374244574513,224.85374244574513,224.85374244574513,581.8405568131134,0,0,0,0,0,1,0,0
2.1974093781037283,2.1974093781037283,2.1974093781037283,230.1606749254789,230.1606749254789,230.1606749254789,505.75722555193096,0,0,1,1,0,1,0,0
1.5931790047316834,1.5931790047316834,1.5931790047316834,223.92635001382152,223.92635001382152,223.92635001382152,356.75475944821875,0,1,0,0,0,1,0,0
9.165040749732816,9.165040749732816,9.165040749732816,228.89204465742415,228.89204465742415,228.89204465742415,2097.8049165749558,1,0,1,0,0,0,1,0
9.77807354969328,9.77807354969328,9.77807354969328,226.39118865396424,226.39118865396424,226.39118865396424,2213.669693660949,1,0,1,0,0,0,0,0
1.2041793321618306,1.2041793321618306,1.2041793321618306,221.16939222344772,221.16939222344772,221.16939222344772,266.32761102226925,0,1,0,0,0,1,0,1
5.451315717409938,5.451315717409938,5.451315717409938,225.0725267083504,225.0725267083504,225.0725267083504,1226.9414024023986,0,0,1,0,0,0,0,0
4.004631869483503,4.004631869483503,4.004631869483503,224.34519547999105,224.34519547999105,224.34519547999105,898.4199195846784,0,0,0,0,0,1,0,0
2.772169540204051,2.772169540204051,2.772169540204051,224.0149603812793,224.0149603812793,224.0149603812793,621.0074497189999,0,0,0,0,0,1,0,0
2.6409167053777525,2.6409167053777525,2.6409167053777525,225.8636456837057,225.8636456837057,225.8636456837057,596.48707502362,0,0,1,1,0,1,0,0
5.2522623756988525,5.2522623756988525,5.2522623756988525,221.2392538481389,221.2392538481389,221.2392538481389,1162.0066090142675,0,0,1,0,0,1,0,0
8.690531661877824,8.690531661877824,8.690531661877824,220.3433583684451,220.3433583684451,220.3433583684451,1914.900932385464,0,0,1,0,1,1,0,0
4.019095075088423,4.019095075088423,4.019095075088423,222.75717783877067,222.75717783877067,222.75717783877067,895.2822763923991,0,1,0,0,0,1,0,0
1.3344019041577773,1.3344019041577773,1.3344019041577773,222.38271906602182,222.38271906602182,222.38271906602182,296.74792377348354,0,1,0,0,0,1,0,1
4.538388093149249,4.538388093149249,4.538388093149249,229.16766870292284,229.16766870292284,229.16766870292284,1040.0518189761167,0,0,1,0,0,1,0,0
5.379446341678413,5.379446341678413,5.379446341678413,223.1194996654887,223.1194996654887,223.1194996654887,1200.259376232631,0,0,1,0,0,1,0,0
6.990932568844873,6.990932568844873,6.990932568844873,227.55750613499868,227.55750613499868,227.55750613499868,1590.8391809242794,1,0,1,0,0,0,1,0
1.2535981556885936,1.2535981556885936,1.2535981556885936,226.29502712816307,226.29502712816307,226.29502712816307,283.6830286493655,0,0,1,1,0,1,0,0
8.976001053678315,8.976001053678315,8.976001053678315,226.49369339680104,226.49369339680104,226.49369339680104,2033.0076305811795,1,0,1,0,0,0,0,0
0.7564152130040092,0.7564152130040092,0.7564152130040092,224.03620419431905,224.03620419431905,224.03620419431905,169.46439311625554,0,0,0,0,0,1,0,0
6.4266553198573995,6.4266553198573995,6.4266553198573995,221.64878299451465,221.64878299451465,221.64878299451465,1424.4603303716158,0,0,1,0,1,1,0,0
0.23627118392403879,0.23627118392403879,0.23627118392403879,224.31691454962294,224.31691454962294,224.31691454962294,52.999622974826856,0,0,0,0,0,1,0,0
7.2935980356070464,7.2935980356070464,7.2935980356070464,223.11217285013342,223.11217285013342,223.11217285013342,1627.2905056197528,0,0,1,0,1,1,0,0
1.0626134112349603,1.0626134112349603,1.0626134112349603,228.78265732410043,228.78265732410043,228.78265732410043,243.10751993056132,0,0,1,1,0,1,0,0
0.9545891338698487,0.9545891338698487,0.9545891338698487,229.14999009045025,229.14999009045025,229.14999009045025,218.7440905667273,0,0,1,1,0,1,0,0
9.215472875421758,9.215472875421758,9.215472875421758,222.0462254697313,222.0462254697313,222.0462254697313,2046.2609679060927,0,0,1,0,1,1,0,0
1.2374242890815341,1.2374242890815341,1.2374242890815341,223.01606159752978,223.01606159752978,223.01606159752978,275.9654914760869,0,1,0,0,0,1,0,0
8.905547565924191,8.905547565924191,8.905547565924191,225.88798168468534,225.88798168468534,225.88798168468534,2011.656165463578,0,0,1,0,0,0,0,0
9.559411432102943,9.559411432102943,9.559411432102943,222.37214690066094,222.37214690066094,222.37214690066094,2125.7468432634532,0,0,1,0,1,1,0,0
5.737354495182436,5.737354495182436,5.737354495182436,223.87283286975577,223.87283286975577,223.87283286975577,1284.4378040145195,0,0,1,0,1,1,0,0
0.7618445084143258,0.7618445084143258,0.7618445084143258,220.21505777173655,220.21505777173655,220.21505777173655,167.769632433541,0,1,0,0,0,1,0,1
2.9122641896524133,2.9122641896524133,2.9122641896524133,220.14955472314222,220.14955472314222,220.14955472314222,641.1336645881314,0,1,0,0,0,1,0,1
9.87445377496177,9.87445377496177,9.87445377496177,226.86332020782044,226.86332020782044,226.86332020782044,2240.1513686264734,1,0,1,0,0,0,0,0
0.44960390171967757,0.44960390171967757,0.44960390171967757,226.70351204758575,226.70351204758575,226.70351204758575,101.92678355014849,0,0,1,1,0,1,0,0
2.883586499618617,2.883586499618617,2.883586499618617,223.7615742648406,223.7615742648406,223.7615742648406,645.2358546835029,0,1,0,0,0,1,0,0
7.959052514876974,7.959052514876974,7.959052514876974,222.5165141871777,222.5165141871777,222.5165141871777,1771.0206218431144,0,0,1,0,1,1,0,0
3.2404179248286553,3.2404179248286553,3.2404179248286553,223.33817008927397,223.33817008927397,223.33817008927397,723.7090096557145,0,1,0,0,0,1,0,0
5.315501783474527,5.315501783474527,5.315501783474527,226.04213574497652,226.04213574497652,226.04213574497652,1201.5273756928138,1,0,1,0,0,0,0,0
6.809983671437919,6.809983671437919,6.809983671437919,220.8788406292498,220.8788406292498,220.8788406292498,1504.1812980513296,0,0,1,0,1,1,0,0
3.4505669547365287,3.4505669547365287,3.4505669547365287,220.31386911942266,220.31386911942266,220.31386911942266,760.2077564536285,0,1,0,0,0,1,0,1
1.609137120512677,1.609137120512677,1.609137120512677,229.1512931679953,229.1512931679953,229.1512931679953,368.73585205010426,0,0,1,1,0,1,0,0
9.74592982271503,9.74592982271503,9.74592982271503,227.19539259826547,227.19539259826547,227.19539259826547,2214.2303523068854,1,0,1,0,0,0,1,0
8.09500448397643,8.09500448397643,8.09500448397643,225.69473541920266,225.69473541920266,225.69473541920266,1826.9998952283195,0,0,1,0,0,0,0,0
